calendar_consistent,case_id,cleaned_output,delta_seconds,error,error_subtype,error_type,estimated_cost_usd,extraction_clean,format,format_compliance,gold_choice,gold_formatted,input_tokens,latency_ms,model,model_cell,options,output_tokens,parse_mode,provider_model,raw_output,reasoning_mode,reasoning_tokens,selected_choice,selected_option_content,semantic_correct,strict_correct,syntactic_valid,task_id,task_type,timestamp,warnings
,edge_019__python_datetime,2028-02-29 08:00:00+11:00,0.0,,,,0.00014701,True,python_datetime,1.0,,2028-02-29 08:00:00+11:00,147,2318,google/gemini-3-flash-preview,small_reasoning,{},25,strict,google/gemini-3-flash-preview-20251217,2028-02-29 08:00:00+11:00,reasoning,0,,,True,True,True,edge_019,edge_cases,2026-03-14T17:55:09.737923Z,
True,format_conv_016__rfc_2822,"Sun, 10 Apr 2022 02:45:00 +0000",0.0,,,,0.00014603,True,rfc_2822,0.8709677419354839,,"Sun, 10 Apr 2022 14:45:00 +1200",145,2437,google/gemini-3-flash-preview,small_reasoning,{},25,strict,google/gemini-3-flash-preview-20251217,"Sun, 10 Apr 2022 02:45:00 +0000",reasoning,0,,,True,True,True,format_conv_016,format_conversion,2026-03-14T17:55:10.180876Z,
True,temporal_arith_039__rfc_2822,"Sat, 26 Nov 2022 06:40:00 +1100",0.0,,,,0.00015543,True,rfc_2822,1.0,,"Sat, 26 Nov 2022 06:40:00 +1100",164,2558,google/gemini-3-flash-preview,small_reasoning,{},25,strict,google/gemini-3-flash-preview-20251217,"Sat, 26 Nov 2022 06:40:00 +1100",reasoning,0,,,True,True,True,temporal_arith_039,temporal_arithmetic,2026-03-14T17:55:10.400779Z,
True,multi_hop_030__natural_language,"Thursday, July 24, 2025 at 9:00 AM UTC",0.0,,,,0.00014751,True,natural_language,1.0,,"Thursday, July 24, 2025 at 9:00 AM UTC",178,2345,google/gemini-3-flash-preview,small_reasoning,{},20,strict,google/gemini-3-flash-preview-20251217,"Thursday, July 24, 2025 at 9:00 AM UTC",reasoning,0,,,True,True,True,multi_hop_030,multi_hop_reasoning,2026-03-14T17:55:10.747078Z,
,edge_015__python_datetime,2000-02-29 10:00:00+00:00,0.0,,,,0.00014652,True,python_datetime,1.0,,2000-02-29 10:00:00+00:00,146,2439,google/gemini-3-flash-preview,small_reasoning,{},25,strict,google/gemini-3-flash-preview-20251217,2000-02-29 10:00:00+00:00,reasoning,0,,,True,True,True,edge_015,edge_cases,2026-03-14T17:55:11.068123Z,
,format_conv_033__iso_8601,2026-08-07T20:15:00-05:00,0.0,,,,0.00015692,True,iso_8601,1.0,,2026-08-07T20:15:00-05:00,167,2413,google/gemini-3-flash-preview,small_reasoning,{},25,strict,google/gemini-3-flash-preview-20251217,2026-08-07T20:15:00-05:00,reasoning,0,,,True,True,True,format_conv_033,format_conversion,2026-03-14T17:55:11.327412Z,
True,format_conv_021__rfc_2822,"Sun, 13 May 2029 18:20:00 +0900",0.0,,,,0.00015543,True,rfc_2822,1.0,,"Sun, 13 May 2029 18:20:00 +0900",164,2367,google/gemini-3-flash-preview,small_reasoning,{},25,strict,google/gemini-3-flash-preview-20251217,"Sun, 13 May 2029 18:20:00 +0900",reasoning,0,,,True,True,True,format_conv_021,format_conversion,2026-03-14T17:55:11.625074Z,
,direct_gen_030__python_datetime,2023-10-26 11:00:00+05:30,0.0,,,,0.00014998,True,python_datetime,1.0,,2023-10-26 11:00:00+05:30,153,2526,google/gemini-3-flash-preview,small_reasoning,{},25,strict,google/gemini-3-flash-preview-20251217,2023-10-26 11:00:00+05:30,reasoning,0,,,True,True,True,direct_gen_030,direct_generation,2026-03-14T17:55:12.025154Z,
,extract_018__unix_epoch,1591710000,0.0,,,,0.00013711,True,unix_epoch,1.0,,1591710000,217,2501,google/gemini-3-flash-preview,small_reasoning,{},10,strict,google/gemini-3-flash-preview-20251217,1591710000,reasoning,0,,,True,True,True,extract_018,extraction_from_passage,2026-03-14T17:55:12.239752Z,
True,extract_003__rfc_2822,"Fri, 25 Feb 2022 17:10:00 +1100",0.0,,,,0.00019651,True,rfc_2822,1.0,,"Fri, 25 Feb 2022 17:10:00 +1100",247,2328,google/gemini-3-flash-preview,small_reasoning,{},25,strict,google/gemini-3-flash-preview-20251217,"Fri, 25 Feb 2022 17:10:00 +1100",reasoning,0,,,True,True,True,extract_003,extraction_from_passage,2026-03-14T17:55:12.510082Z,
,temporal_arith_015__unix_epoch,1903852200,14400.0,,,epoch_conversion_error,9.851e-05,True,unix_epoch,0.7,,1903837800,139,2382,google/gemini-3-flash-preview,small_reasoning,{},10,strict,google/gemini-3-flash-preview-20251217,1903852200,reasoning,0,,,False,False,True,temporal_arith_015,temporal_arithmetic,2026-03-14T17:55:12.783816Z,
,direct_gen_015__python_datetime,2027-04-17 13:25:00-05:00,0.0,,,,0.0001485,True,python_datetime,1.0,,2027-04-17 13:25:00-05:00,150,2304,google/gemini-3-flash-preview,small_reasoning,{},25,strict,google/gemini-3-flash-preview-20251217,2027-04-17 13:25:00-05:00,reasoning,0,,,True,True,True,direct_gen_015,direct_generation,2026-03-14T17:55:13.052197Z,
,multi_hop_021__iso_8601,2029-06-18T10:00:00+00:00,0.0,,,,0.00016434,True,iso_8601,1.0,,2029-06-18T10:00:00+00:00,182,2507,google/gemini-3-flash-preview,small_reasoning,{},25,strict,google/gemini-3-flash-preview-20251217,2029-06-18T10:00:00+00:00,reasoning,0,,,True,True,True,multi_hop_021,multi_hop_reasoning,2026-03-14T17:55:14.551059Z,
,extract_009__unix_epoch,1764362700,432000.0,,,extraction_error,0.00013612,True,unix_epoch,0.7,,1764794700,215,2298,google/gemini-3-flash-preview,small_reasoning,{},10,strict,google/gemini-3-flash-preview-20251217,1764362700,reasoning,0,,,False,False,True,extract_009,extraction_from_passage,2026-03-14T17:55:14.601387Z,
,mc_001__natural_language,C,,,,,0.00013167,True,natural_language,1.0,C,"Saturday, November 13, 2021 at 5:20 PM PST",260,2309,google/gemini-3-flash-preview,small_reasoning,"{""A"": ""Sunday, November 14, 2021 at 5:20 PM PST"", ""B"": ""Saturday, November 13, 2021 at 5:20 AM PST"", ""C"": ""Saturday, November 13, 2021 at 5:20 PM PST"", ""D"": ""Sunday, November 13, 2021 at 5:20 PM PST""}",1,choice_letter,google/gemini-3-flash-preview-20251217,C,reasoning,0,C,"Saturday, November 13, 2021 at 5:20 PM PST",True,True,True,mc_001,multiple_choice_validation,2026-03-14T17:55:14.909383Z,
True,extract_012__rfc_2822,"Tue, 05 Jul 2022 16:20:00 +1200",0.0,,,,0.00019453,True,rfc_2822,1.0,,"Tue, 05 Jul 2022 16:20:00 +1200",243,2458,google/gemini-3-flash-preview,small_reasoning,{},25,strict,google/gemini-3-flash-preview-20251217,"Tue, 05 Jul 2022 16:20:00 +1200",reasoning,0,,,True,True,True,extract_012,extraction_from_passage,2026-03-14T17:55:15.458641Z,
,temporal_arith_024__python_datetime,2023-08-11 08:35:00+10:30,0.0,,,,0.00015444,True,python_datetime,1.0,,2023-08-11 08:35:00+10:30,162,2508,google/gemini-3-flash-preview,small_reasoning,{},25,strict,google/gemini-3-flash-preview-20251217,2023-08-11 08:35:00+10:30,reasoning,0,,,True,True,True,temporal_arith_024,temporal_arithmetic,2026-03-14T17:55:15.723568Z,
,edge_018__rfc_3339,2026-03-14T12:00:00Z,0.0,,,,0.00013217,True,rfc_3339,0.76,,2026-03-14T12:00:00+00:00,147,2648,google/gemini-3-flash-preview,small_reasoning,{},20,strict,google/gemini-3-flash-preview-20251217,2026-03-14T12:00:00Z,reasoning,0,,,True,True,True,edge_018,edge_cases,2026-03-14T17:55:16.134470Z,
,multi_hop_014__unix_epoch,1844672400,86400.0,,,epoch_conversion_error,0.00010989,True,unix_epoch,0.6,,1844758800,162,2524,google/gemini-3-flash-preview,small_reasoning,{},10,strict,google/gemini-3-flash-preview-20251217,1844672400,reasoning,0,,,False,False,True,multi_hop_014,multi_hop_reasoning,2026-03-14T17:55:16.283945Z,
,extract_029__rfc_3339,2028-03-23T10:55:00+09:00,0.0,,,,0.00019602,True,rfc_3339,1.0,,2028-03-23T10:55:00+09:00,246,2570,google/gemini-3-flash-preview,small_reasoning,{},25,strict,google/gemini-3-flash-preview-20251217,2028-03-23T10:55:00+09:00,reasoning,0,,,True,True,True,extract_029,extraction_from_passage,2026-03-14T17:55:16.598077Z,
,extract_010__python_datetime,2022-04-06 13:10:00+00:00,0.0,,,,0.00019107,True,python_datetime,1.0,,2022-04-06 13:10:00+00:00,236,2366,google/gemini-3-flash-preview,small_reasoning,{},25,strict,google/gemini-3-flash-preview-20251217,2022-04-06 13:10:00+00:00,reasoning,0,,,True,True,True,extract_010,extraction_from_passage,2026-03-14T17:55:16.918170Z,
True,multi_hop_012__natural_language,"Monday, June 7, 2027 at 8:15 AM JST",0.0,,,,0.000148,True,natural_language,1.0,,"Monday, June 7, 2027 at 8:15 AM JST",179,2298,google/gemini-3-flash-preview,small_reasoning,{},20,strict,google/gemini-3-flash-preview-20251217,"Monday, June 7, 2027 at 8:15 AM JST",reasoning,0,,,True,True,True,multi_hop_012,multi_hop_reasoning,2026-03-14T17:55:17.758017Z,
,extract_027__unix_epoch,1591087800,0.0,,,,0.0001386,True,unix_epoch,1.0,,1591087800,220,2931,google/gemini-3-flash-preview,small_reasoning,{},10,strict,google/gemini-3-flash-preview-20251217,1591087800,reasoning,0,,,True,True,True,extract_027,extraction_from_passage,2026-03-14T17:55:17.841634Z,
,mc_021__python_datetime,D,,,,,0.000148,True,python_datetime,1.0,D,2025-10-25 10:25:00+11:00,293,2259,google/gemini-3-flash-preview,small_reasoning,"{""A"": ""2025-10-25 10:25:00-11:00"", ""B"": ""2025-10-26 10:25:00+11:00"", ""C"": ""2025-10-25T10:25:00+11:00"", ""D"": ""2025-10-25 10:25:00+11:00""}",1,choice_letter,google/gemini-3-flash-preview-20251217,D,reasoning,0,D,2025-10-25 10:25:00+11:00,True,True,True,mc_021,multiple_choice_validation,2026-03-14T17:55:17.983977Z,
,format_conv_025__rfc_3339,2022-10-30T07:45:00+01:00,0.0,,,,0.00015692,True,rfc_3339,1.0,,2022-10-30T07:45:00+01:00,167,2422,google/gemini-3-flash-preview,small_reasoning,{},25,strict,google/gemini-3-flash-preview-20251217,2022-10-30T07:45:00+01:00,reasoning,0,,,True,True,True,format_conv_025,format_conversion,2026-03-14T17:55:18.557348Z,
,extract_011__python_datetime,2029-02-25 15:35:00+00:00,0.0,,,,0.00019157,True,python_datetime,1.0,,2029-02-25 15:35:00+00:00,237,2466,google/gemini-3-flash-preview,small_reasoning,{},25,strict,google/gemini-3-flash-preview-20251217,2029-02-25 15:35:00+00:00,reasoning,0,,,True,True,True,extract_011,extraction_from_passage,2026-03-14T17:55:18.751645Z,
,mc_014__rfc_2822,B,,,,,0.00014652,True,rfc_2822,1.0,B,"Sat, 23 Feb 2030 19:35:00 +1100",290,4173,google/gemini-3-flash-preview,small_reasoning,"{""A"": ""Sun, 24 Feb 2030 19:35:00 +1100"", ""B"": ""Sat, 23 Feb 2030 19:35:00 +1100"", ""C"": ""Sun, 23 Feb 2030 19:35:00 +1100"", ""D"": ""Sat, 23 02 2030 19:35:00 +1100""}",1,choice_letter,google/gemini-3-flash-preview-20251217,B,reasoning,0,B,"Sat, 23 Feb 2030 19:35:00 +1100",True,True,True,mc_014,multiple_choice_validation,2026-03-14T17:55:18.775184Z,
,temporal_arith_033__iso_8601,2027-06-07T05:40:00+12:00,0.0,,,,0.00015642,True,iso_8601,1.0,,2027-06-07T05:40:00+12:00,166,2372,google/gemini-3-flash-preview,small_reasoning,{},25,strict,google/gemini-3-flash-preview-20251217,2027-06-07T05:40:00+12:00,reasoning,0,,,True,True,True,temporal_arith_033,temporal_arithmetic,2026-03-14T17:55:18.970914Z,
,direct_gen_002__iso_8601,2025-12-15T17:00:00+11:00,0.0,,,,0.00015296,True,iso_8601,1.0,,2025-12-15T17:00:00+11:00,159,2322,google/gemini-3-flash-preview,small_reasoning,{},25,strict,google/gemini-3-flash-preview-20251217,2025-12-15T17:00:00+11:00,reasoning,0,,,True,True,True,direct_gen_002,direct_generation,2026-03-14T17:55:19.241299Z,
,extract_030__unix_epoch,1907998800,1200.0,,,extraction_error,0.00013761,True,unix_epoch,0.8,,1907997600,218,1878,google/gemini-3-flash-preview,small_reasoning,{},10,strict,google/gemini-3-flash-preview-20251217,1907998800,reasoning,0,,,False,False,True,extract_030,extraction_from_passage,2026-03-14T17:55:19.636938Z,
,mc_013__iso_8601,D,,,,,0.00014899,True,iso_8601,1.0,D,2020-08-11T16:35:00-07:00,295,1949,google/gemini-3-flash-preview,small_reasoning,"{""A"": ""2020-08-11 16:35:00-07:00"", ""B"": ""2020-08-12T16:35:00-07:00"", ""C"": ""2020-08-11T16:35:00+07:00"", ""D"": ""2020-08-11T16:35:00-07:00""}",1,choice_letter,google/gemini-3-flash-preview-20251217,D,reasoning,0,D,2020-08-11T16:35:00-07:00,True,True,True,mc_013,multiple_choice_validation,2026-03-14T17:55:19.791708Z,
False,multi_hop_018__rfc_2822,"Tue, 05 Oct 2027 09:00:00 +0000",259200.0,,,day_of_week_error,0.00016781,True,rfc_2822,0.8709677419354839,,"Fri, 08 Oct 2027 09:00:00 +0000",189,2184,google/gemini-3-flash-preview,small_reasoning,{},25,strict,google/gemini-3-flash-preview-20251217,"Tue, 05 Oct 2027 09:00:00 +0000",reasoning,0,,,False,False,True,multi_hop_018,multi_hop_reasoning,2026-03-14T17:55:20.169075Z,
True,format_conv_007__rfc_2822,"Wed, 02 Sep 2020 18:00:00 +0530",0.0,,,,0.00015593,True,rfc_2822,1.0,,"Wed, 02 Sep 2020 18:00:00 +0530",165,2068,google/gemini-3-flash-preview,small_reasoning,{},25,strict,google/gemini-3-flash-preview-20251217,"Wed, 02 Sep 2020 18:00:00 +0530",reasoning,0,,,True,True,True,format_conv_007,format_conversion,2026-03-14T17:55:20.820921Z,
,mc_019__python_datetime,A,,,,,0.00014603,True,python_datetime,1.0,A,2028-08-16 18:20:00+02:00,289,2347,google/gemini-3-flash-preview,small_reasoning,"{""A"": ""2028-08-16 18:20:00+02:00"", ""B"": ""2028-08-17 18:20:00+02:00"", ""C"": ""2028-08-16T18:20:00+02:00"", ""D"": ""2028-08-16 18:20:00-02:00""}",1,choice_letter,google/gemini-3-flash-preview-20251217,A,reasoning,0,A,2028-08-16 18:20:00+02:00,True,True,True,mc_019,multiple_choice_validation,2026-03-14T17:55:20.905599Z,
,edge_034__iso_8601,2032-02-29T16:00:00+11:00,0.0,,,,0.00015543,True,iso_8601,1.0,,2032-02-29T16:00:00+11:00,164,2370,google/gemini-3-flash-preview,small_reasoning,{},25,strict,google/gemini-3-flash-preview-20251217,2032-02-29T16:00:00+11:00,reasoning,0,,,True,True,True,edge_034,edge_cases,2026-03-14T17:55:21.146704Z,
,format_conv_023__unix_epoch,1790511300,0.0,,,,9.603e-05,True,unix_epoch,1.0,,1790511300,134,2393,google/gemini-3-flash-preview,small_reasoning,{},10,strict,google/gemini-3-flash-preview-20251217,1790511300,reasoning,0,,,True,True,True,format_conv_023,format_conversion,2026-03-14T17:55:21.365022Z,
,format_conv_003__python_datetime,2024-02-16 12:05:00+09:00,0.0,,,,0.00014949,True,python_datetime,1.0,,2024-02-16 12:05:00+09:00,152,2530,google/gemini-3-flash-preview,small_reasoning,{},25,strict,google/gemini-3-flash-preview-20251217,2024-02-16 12:05:00+09:00,reasoning,0,,,True,True,True,format_conv_003,format_conversion,2026-03-14T17:55:21.772888Z,
,direct_gen_026__unix_epoch,1867516800,0.0,,,,9.257e-05,True,unix_epoch,1.0,,1867516800,127,2277,google/gemini-3-flash-preview,small_reasoning,{},10,strict,google/gemini-3-flash-preview-20251217,1867516800,reasoning,0,,,True,True,True,direct_gen_026,direct_generation,2026-03-14T17:55:21.915474Z,
,temporal_arith_037__python_datetime,2024-08-30 22:25:00+09:00,0.0,,,,0.00015296,True,python_datetime,1.0,,2024-08-30 22:25:00+09:00,159,2660,google/gemini-3-flash-preview,small_reasoning,{},25,strict,google/gemini-3-flash-preview-20251217,2024-08-30 22:25:00+09:00,reasoning,0,,,True,True,True,temporal_arith_037,temporal_arithmetic,2026-03-14T17:55:22.453162Z,
,mc_022__rfc_2822,D,,,,,0.00014405,True,rfc_2822,1.0,D,"Mon, 25 Dec 2023 20:55:00 +0000",285,2371,google/gemini-3-flash-preview,small_reasoning,"{""A"": ""Mon, 25 12 2023 20:55:00 +0000"", ""B"": ""Tue, 25 Dec 2023 20:55:00 +0000"", ""C"": ""Tue, 26 Dec 2023 20:55:00 +0000"", ""D"": ""Mon, 25 Dec 2023 20:55:00 +0000""}",1,choice_letter,google/gemini-3-flash-preview-20251217,D,reasoning,0,D,"Mon, 25 Dec 2023 20:55:00 +0000",True,True,True,mc_022,multiple_choice_validation,2026-03-14T17:55:22.541105Z,
True,edge_032__rfc_2822,"Fri, 01 Nov 2024 11:00:00 +0000",0.0,,,,0.00015395,True,rfc_2822,1.0,,"Fri, 01 Nov 2024 11:00:00 +0000",161,2028,google/gemini-3-flash-preview,small_reasoning,{},25,strict,google/gemini-3-flash-preview-20251217,"Fri, 01 Nov 2024 11:00:00 +0000",reasoning,0,,,True,True,True,edge_032,edge_cases,2026-03-14T17:55:22.850583Z,
True,extract_020__javascript_date,Tue Sep 19 2028 17:15:00 GMT-0500 (Central Daylight Time),0.0,,,,0.00020988,True,javascript_date,1.0,,Tue Sep 19 2028 17:15:00 GMT-0500 (Central Daylight Time),244,2421,google/gemini-3-flash-preview,small_reasoning,{},30,strict,google/gemini-3-flash-preview-20251217,Tue Sep 19 2028 17:15:00 GMT-0500 (Central Daylight Time),reasoning,0,,,True,True,True,extract_020,extraction_from_passage,2026-03-14T17:55:23.327860Z,
,temporal_arith_002__rfc_3339,2025-11-02T02:30:00-05:00,3600.0,,,arithmetic_error,0.00015741,True,rfc_3339,0.96,,2025-11-02T03:30:00-05:00,168,2440,google/gemini-3-flash-preview,small_reasoning,{},25,strict,google/gemini-3-flash-preview-20251217,2025-11-02T02:30:00-05:00,reasoning,0,,,False,False,True,temporal_arith_002,temporal_arithmetic,2026-03-14T17:55:23.587673Z,
,extract_002__unix_epoch,1898381700,0.0,,,,0.00013662,True,unix_epoch,1.0,,1898381700,216,2322,google/gemini-3-flash-preview,small_reasoning,{},10,strict,google/gemini-3-flash-preview-20251217,1898381700,reasoning,0,,,True,True,True,extract_002,extraction_from_passage,2026-03-14T17:55:23.688695Z,
,multi_hop_010__iso_8601,2025-09-25T09:00:00+00:00,0.0,,,,0.00016781,True,iso_8601,1.0,,2025-09-25T09:00:00+00:00,189,2335,google/gemini-3-flash-preview,small_reasoning,{},25,strict,google/gemini-3-flash-preview-20251217,2025-09-25T09:00:00+00:00,reasoning,0,,,True,True,True,multi_hop_010,multi_hop_reasoning,2026-03-14T17:55:24.252108Z,
,format_conv_006__rfc_3339,2027-07-02T07:55:00+10:30,0.0,,,,0.00015692,True,rfc_3339,1.0,,2027-07-02T07:55:00+10:30,167,2775,google/gemini-3-flash-preview,small_reasoning,{},25,strict,google/gemini-3-flash-preview-20251217,2027-07-02T07:55:00+10:30,reasoning,0,,,True,True,True,format_conv_006,format_conversion,2026-03-14T17:55:24.549072Z,
False,temporal_arith_032__javascript_date,Sat Mar 27 2027 11:40:00 GMT-0700 (Pacific Daylight Time),86400.0,,,day_of_week_error,0.00017424,True,javascript_date,0.9298245614035088,,Fri Mar 26 2027 11:40:00 GMT-0700 (Pacific Daylight Time),172,2335,google/gemini-3-flash-preview,small_reasoning,{},30,strict,google/gemini-3-flash-preview-20251217,Sat Mar 27 2027 11:40:00 GMT-0700 (Pacific Daylight Time),reasoning,0,,,False,False,True,temporal_arith_032,temporal_arithmetic,2026-03-14T17:55:24.789818Z,
True,direct_gen_030__natural_language,"Thursday, October 26, 2023 at 11:00 AM IST",0.0,,,,0.00013514,True,natural_language,1.0,,"Thursday, October 26, 2023 at 11:00 AM IST",147,2354,google/gemini-3-flash-preview,small_reasoning,{},21,strict,google/gemini-3-flash-preview-20251217,"Thursday, October 26, 2023 at 11:00 AM IST",reasoning,0,,,True,True,True,direct_gen_030,direct_generation,2026-03-14T17:55:24.896883Z,
,temporal_arith_013__rfc_3339,2023-09-02T10:15:00-05:00,0.0,,,,0.00015741,True,rfc_3339,1.0,,2023-09-02T10:15:00-05:00,168,2447,google/gemini-3-flash-preview,small_reasoning,{},25,strict,google/gemini-3-flash-preview-20251217,2023-09-02T10:15:00-05:00,reasoning,0,,,True,True,True,temporal_arith_013,temporal_arithmetic,2026-03-14T17:55:25.299018Z,
False,temporal_arith_019__javascript_date,Sat Oct 31 2026 16:35:00 GMT+0000 (Greenwich Mean Time),86400.0,,,day_of_week_error,0.00017473,True,javascript_date,0.9272727272727272,,Fri Oct 30 2026 16:35:00 GMT+0000 (Greenwich Mean Time),167,2310,google/gemini-3-flash-preview,small_reasoning,{},31,strict,google/gemini-3-flash-preview-20251217,Sat Oct 31 2026 16:35:00 GMT+0000 (Greenwich Mean Time),reasoning,0,,,False,False,True,temporal_arith_019,temporal_arithmetic,2026-03-14T17:55:25.639736Z,
True,edge_025__javascript_date,Sat Jun 08 2030 00:00:00 GMT-0500 (Central Daylight Time),0.0,,,,0.00016285,True,javascript_date,1.0,,Sat Jun 08 2030 00:00:00 GMT-0500 (Central Daylight Time),149,2317,google/gemini-3-flash-preview,small_reasoning,{},30,strict,google/gemini-3-flash-preview-20251217,Sat Jun 08 2030 00:00:00 GMT-0500 (Central Daylight Time),reasoning,0,,,True,True,True,edge_025,edge_cases,2026-03-14T17:55:25.905572Z,
,multi_hop_029__python_datetime,2028-09-08 10:00:00-04:00,0.0,,,,0.00016335,True,python_datetime,1.0,,2028-09-08 10:00:00-04:00,180,2575,google/gemini-3-flash-preview,small_reasoning,{},25,strict,google/gemini-3-flash-preview-20251217,2028-09-08 10:00:00-04:00,reasoning,0,,,True,True,True,multi_hop_029,multi_hop_reasoning,2026-03-14T17:55:26.264804Z,
True,extract_027__rfc_2822,"Tue, 02 Jun 2020 20:50:00 +1200",0.0,,,,0.00019602,True,rfc_2822,1.0,,"Tue, 02 Jun 2020 20:50:00 +1200",246,2387,google/gemini-3-flash-preview,small_reasoning,{},25,strict,google/gemini-3-flash-preview-20251217,"Tue, 02 Jun 2020 20:50:00 +1200",reasoning,0,,,True,True,True,extract_027,extraction_from_passage,2026-03-14T17:55:26.640377Z,
,temporal_arith_036__unix_epoch,1847186400,111600.0,,,epoch_conversion_error,9.752e-05,True,unix_epoch,0.6,,1847074800,137,2183,google/gemini-3-flash-preview,small_reasoning,{},10,strict,google/gemini-3-flash-preview-20251217,1847186400,reasoning,0,,,False,False,True,temporal_arith_036,temporal_arithmetic,2026-03-14T17:55:26.733421Z,
,format_conv_032__iso_8601,2024-06-19T13:10:00+10:30,0.0,,,,0.00015692,True,iso_8601,1.0,,2024-06-19T13:10:00+10:30,167,2322,google/gemini-3-flash-preview,small_reasoning,{},25,strict,google/gemini-3-flash-preview-20251217,2024-06-19T13:10:00+10:30,reasoning,0,,,True,True,True,format_conv_032,format_conversion,2026-03-14T17:55:27.113213Z,
,format_conv_031__rfc_3339,2024-11-28T16:00:00+01:00,0.0,,,,0.00015692,True,rfc_3339,1.0,,2024-11-28T16:00:00+01:00,167,2533,google/gemini-3-flash-preview,small_reasoning,{},25,strict,google/gemini-3-flash-preview-20251217,2024-11-28T16:00:00+01:00,reasoning,0,,,True,True,True,format_conv_031,format_conversion,2026-03-14T17:55:27.431097Z,
,format_conv_016__iso_8601,2022-04-10T14:45:00+12:00,0.0,,,,0.00015196,True,iso_8601,1.0,,2022-04-10T14:45:00+12:00,157,2540,google/gemini-3-flash-preview,small_reasoning,{},25,strict,google/gemini-3-flash-preview-20251217,2022-04-10T14:45:00+12:00,reasoning,0,,,True,True,True,format_conv_016,format_conversion,2026-03-14T17:55:27.839968Z,
,mc_020__javascript_date,A,,,,,0.00015988,True,javascript_date,1.0,A,Sun Jun 06 2021 16:35:00 GMT+1200 (New Zealand Standard Time),317,2304,google/gemini-3-flash-preview,small_reasoning,"{""A"": ""Sun Jun 06 2021 16:35:00 GMT+1200 (New Zealand Standard Time)"", ""B"": ""Mon Jun 06 2021 16:35:00 GMT+1200 (New Zealand Standard Time)"", ""C"": ""Sun Jun 06 2021 16:35:00 GMT-1200 (New Zealand Standard Time)"", ""D"": ""Mon Jun 07 2021 16:35:00 GMT+1200 (New Zealand Standard Time)""}",1,choice_letter,google/gemini-3-flash-preview-20251217,A,reasoning,0,A,Sun Jun 06 2021 16:35:00 GMT+1200 (New Zealand Standard Time),True,True,True,mc_020,multiple_choice_validation,2026-03-14T17:55:27.944495Z,
,mc_002__python_datetime,A,,,,,0.00014652,True,python_datetime,1.0,A,2027-01-12 18:55:00+13:00,290,2336,google/gemini-3-flash-preview,small_reasoning,"{""A"": ""2027-01-12 18:55:00+13:00"", ""B"": ""2027-01-13 18:55:00+13:00"", ""C"": ""2027-01-12 18:55:00-13:00"", ""D"": ""2027-01-12T18:55:00+13:00""}",1,choice_letter,google/gemini-3-flash-preview-20251217,A,reasoning,0,A,2027-01-12 18:55:00+13:00,True,True,True,mc_002,multiple_choice_validation,2026-03-14T17:55:28.242552Z,
True,multi_hop_029__javascript_date,Fri Sep 08 2028 10:00:00 GMT-0400 (Eastern Daylight Time),0.0,,,,0.00018216,True,javascript_date,1.0,,Fri Sep 08 2028 10:00:00 GMT-0400 (Eastern Daylight Time),188,2402,google/gemini-3-flash-preview,small_reasoning,{},30,strict,google/gemini-3-flash-preview-20251217,Fri Sep 08 2028 10:00:00 GMT-0400 (Eastern Daylight Time),reasoning,0,,,True,True,True,multi_hop_029,multi_hop_reasoning,2026-03-14T17:55:28.668123Z,
True,format_conv_013__natural_language,"Friday, September 18, 2020 at 10:30 AM +10:00",0.0,,,,0.00015147,True,natural_language,0.8604651162790697,,"Friday, September 18, 2020 at 10:30 AM AEST",150,2298,google/gemini-3-flash-preview,small_reasoning,{},26,strict,google/gemini-3-flash-preview-20251217,"Friday, September 18, 2020 at 10:30 AM +10:00",reasoning,0,,,True,True,True,format_conv_013,format_conversion,2026-03-14T17:55:28.939559Z,
,multi_hop_030__rfc_3339,2025-07-24T09:00:00Z,0.0,,,,0.00015395,True,rfc_3339,0.76,,2025-07-24T09:00:00+00:00,191,2526,google/gemini-3-flash-preview,small_reasoning,{},20,strict,google/gemini-3-flash-preview-20251217,2025-07-24T09:00:00Z,reasoning,0,,,True,True,True,multi_hop_030,multi_hop_reasoning,2026-03-14T17:55:29.260557Z,
True,temporal_arith_027__natural_language,"Tuesday, December 2, 2031 at 6:55 AM +11",0.0,,,,0.0001485,True,natural_language,1.0,,"Tuesday, December 2, 2031 at 6:55 AM +11",156,2422,google/gemini-3-flash-preview,small_reasoning,{},24,strict,google/gemini-3-flash-preview-20251217,"Tuesday, December 2, 2031 at 6:55 AM +11









 ",reasoning,0,,,True,True,True,temporal_arith_027,temporal_arithmetic,2026-03-14T17:55:29.536508Z,
,direct_gen_018__iso_8601,2022-11-13T09:35:00+00:00,0.0,,,,0.00015147,True,iso_8601,1.0,,2022-11-13T09:35:00+00:00,156,2394,google/gemini-3-flash-preview,small_reasoning,{},25,strict,google/gemini-3-flash-preview-20251217,2022-11-13T09:35:00+00:00,reasoning,0,,,True,True,True,direct_gen_018,direct_generation,2026-03-14T17:55:29.826660Z,
